Source,Text,Date,Compound,Positive,Neutral,Negative
@CBSNews,"RT @CBSNews: Wife of former Marine to be deported to Mexico Friday, after 20 years in U.S. https://t.co/pqdbnJoZgv https://t.co/1MQdNRjoID",Sun Aug 05 03:34:13 +0000 2018,0.0,0.0,1.0,0.0
@CBSNews,"RT @CBSNews: Couple rescues man in wheelchair, stranded and alone in the dark https://t.co/hHqNNFdsZI https://t.co/1HOYXssp7d",Sun Aug 05 03:34:06 +0000 2018,0.0772,0.133,0.751,0.116
@CBSNews,"RT @CBSNews: Couple rescues man in wheelchair, stranded and alone in the dark https://t.co/hHqNNFdsZI https://t.co/1HOYXssp7d",Sun Aug 05 03:34:05 +0000 2018,0.0772,0.133,0.751,0.116
@CBSNews,"RT @CBSNews: Couple rescues man in wheelchair, stranded and alone in the dark https://t.co/hHqNNFdsZI https://t.co/1HOYXssp7d",Sun Aug 05 03:34:05 +0000 2018,0.0772,0.133,0.751,0.116
@CBSNews,"RT @r1chh007: Please, please, please @ABC, @CBSNews, @NBCNews, @CNN, @MSNBC just STOP covering trump’s rallies. For one month, STOP. Send a…",Sun Aug 05 03:34:04 +0000 2018,0.0088,0.24,0.556,0.204
@CBSNews,RT @CBSNews: President Trump insults LeBron James on Twitter https://t.co/NyP3WxqvhU https://t.co/k7xcORuTSx,Sun Aug 05 03:34:02 +0000 2018,-0.4215,0.0,0.781,0.219
@CBSNews,"RT @CBSNews: Couple rescues man in wheelchair, stranded and alone in the dark https://t.co/hHqNNFdsZI https://t.co/1HOYXssp7d",Sun Aug 05 03:34:00 +0000 2018,0.0772,0.133,0.751,0.116
@CBSNews,RT @DurtcheDurtchem: @1776Stonewall @SmokinSam420 Pathetic &amp; disrespectful @CNN @ABC @MSNBC @CBSNews @NBCNews,Sun Aug 05 03:33:59 +0000 2018,-0.5719,0.0,0.748,0.252
@CBSNews,RT @jaeelou7: @parkhaengjin #WeWantJustice  @cnni @cnnbrk @BBCWorld @BBC @AlJazeera @ABC @HuffPost @UNICEF @hrw @BBCBreaking @NBCNews @NBCN…,Sun Aug 05 03:33:58 +0000 2018,0.0,0.0,1.0,0.0
@CBSNews,@CBSNews #MedicareForAll,Sun Aug 05 03:33:57 +0000 2018,0.0,0.0,1.0,0.0
@CBSNews,"RT @_Joons_: ARMY WE CAN GET THIS TO TREND!! Ik we Can 

#WeDemandJustice
#TheyDeserveJustice 

@CNN @BBCWorld @nowthisnews @BuzzFeedNews @…",Sun Aug 05 03:33:55 +0000 2018,0.0,0.0,1.0,0.0
@CBSNews,"RT @RealBillRussell: I hadn't a need until now to say I am proud of @KingJames for following his dream to open “I Promise"" school. Helping…",Sun Aug 05 03:33:53 +0000 2018,0.7506,0.28,0.72,0.0
@CBSNews,"RT @RealBillRussell: I hadn't a need until now to say I am proud of @KingJames for following his dream to open “I Promise"" school. Helping…",Sun Aug 05 03:33:49 +0000 2018,0.7506,0.28,0.72,0.0
@CBSNews,"RT @RealBillRussell: I hadn't a need until now to say I am proud of @KingJames for following his dream to open “I Promise"" school. Helping…",Sun Aug 05 03:33:49 +0000 2018,0.7506,0.28,0.72,0.0
@CBSNews,RT @kimlili15: Where's @UNICEF and other big organisations to help? We don't belong to a rich country so what? We need help as well. The si…,Sun Aug 05 03:33:48 +0000 2018,0.6041,0.247,0.661,0.092
@CBSNews,@CBSNews This has got to stop. The scourge of racism has grown exponentially.,Sun Aug 05 03:33:48 +0000 2018,-0.743,0.0,0.636,0.364
@CBSNews,"RT @RealBillRussell: I hadn't a need until now to say I am proud of @KingJames for following his dream to open “I Promise"" school. Helping…",Sun Aug 05 03:33:47 +0000 2018,0.7506,0.28,0.72,0.0
@CBSNews,"RT @CBSNews: Couple rescues man in wheelchair, stranded and alone in the dark https://t.co/hHqNNFdsZI https://t.co/1HOYXssp7d",Sun Aug 05 03:33:45 +0000 2018,0.0772,0.133,0.751,0.116
@CBSNews,"RT @CBSNews: Couple rescues man in wheelchair, stranded and alone in the dark https://t.co/hHqNNFdsZI https://t.co/1HOYXssp7d",Sun Aug 05 03:33:42 +0000 2018,0.0772,0.133,0.751,0.116
@CBSNews,@BarackObama @CNN @cnni @MSNBC @ABC @NBCNews @CBSNews https://t.co/IP4ddkfARD,Sun Aug 05 03:33:40 +0000 2018,0.0,0.0,1.0,0.0
@CBSNews,"RT @CBSNews: Smith College employee who called police said black student looked ""out of place"" https://t.co/KshstEZZI5 https://t.co/chGLbLe…",Sun Aug 05 03:33:40 +0000 2018,0.0,0.0,1.0,0.0
@CBSNews,"RT @RealBillRussell: I hadn't a need until now to say I am proud of @KingJames for following his dream to open “I Promise"" school. Helping…",Sun Aug 05 03:33:37 +0000 2018,0.7506,0.28,0.72,0.0
@CBSNews,"RT @CBSNews: Tornado slams Webster, Massachusetts as storms march eastward https://t.co/O19hzUBQdZ https://t.co/nO7QkuJEIE",Sun Aug 05 03:33:34 +0000 2018,0.0,0.0,1.0,0.0
@CBSNews,RT @Where_You_Blong: @kthartic #wewantjusitce #WeWantJustice @BBC @BBCWorld @CNN @cnnbrk @cnni @UNICEF @BuzzFeedNews @nytimes @CBSNews @CBS…,Sun Aug 05 03:33:34 +0000 2018,0.0,0.0,1.0,0.0
@CBSNews,@CBSNews Something else is going on here. I'll hold judgement until I learn more.,Sun Aug 05 03:33:31 +0000 2018,0.0,0.0,1.0,0.0
@CBSNews,RT @dboy_yoongichi: @lukewaltham @BBC @BBCWorld @CNN @AlJazeera @BuzzFeedNews @nytimesworld @nytimes @CBSNews Some Emails of international…,Sun Aug 05 03:33:27 +0000 2018,0.0,0.0,1.0,0.0
@CBSNews,"RT @dboy_yoongichi: @lukewaltham Those kids need protection. We aren't getting help, the police is quiet and helping the oppressors! There…",Sun Aug 05 03:33:25 +0000 2018,-0.09,0.097,0.791,0.112
@CBSNews,@FoxNews @ABC @CBSNews @NBCNews @SheriffClarke @DiamondandSilk @DonaldJTrumpJr @FBI wth https://t.co/1klBAPUwBo,Sun Aug 05 03:33:23 +0000 2018,-0.5267,0.0,0.726,0.274
@CBSNews,"RT @RealBillRussell: I hadn't a need until now to say I am proud of @KingJames for following his dream to open “I Promise"" school. Helping…",Sun Aug 05 03:33:19 +0000 2018,0.7506,0.28,0.72,0.0
@CBSNews,@CBSNews Why in the world would the #police even take an unsubstantiated claim like that seriously? It takes litera… https://t.co/truvo1mDGA,Sun Aug 05 03:33:19 +0000 2018,0.2023,0.113,0.811,0.077
@CBSNews,"RT @RealBillRussell: I hadn't a need until now to say I am proud of @KingJames for following his dream to open “I Promise"" school. Helping…",Sun Aug 05 03:33:19 +0000 2018,0.7506,0.28,0.72,0.0
@CBSNews,@CBSNews The Nazi chorus will sing white Christmas at the White House.,Sun Aug 05 03:33:18 +0000 2018,0.0,0.0,1.0,0.0
@CBSNews,@CBSNews Don't shed one year for them. You belong. Bigots dont,Sun Aug 05 03:33:16 +0000 2018,0.0,0.0,1.0,0.0
@CBSNews,"RT @ggongwer: This should be the first story of every news show, @CNN @ABC @CBSNews @NBCNews @MSNBC!

And stop covering the #DotardRoadShow…",Sun Aug 05 03:33:09 +0000 2018,-0.3595,0.0,0.894,0.106
@CBSNews,@CBSNews This might be why Trump went after Leroy. That and Leroy hates white people. https://t.co/1jUHrq7pbX,Sun Aug 05 03:33:09 +0000 2018,-0.4404,0.0,0.838,0.162
@CBSNews,"Your free airtime helped Trump win &amp; now covering his rally's. Stop with the free air time!
As a voter, I object.… https://t.co/3nljXtpkp4",Sun Aug 05 03:33:05 +0000 2018,0.8588,0.358,0.569,0.074
@CBSNews,"RT @CBSNews: Smith College employee who called police said black student looked ""out of place"" https://t.co/KshstEZZI5 https://t.co/chGLbLe…",Sun Aug 05 03:33:04 +0000 2018,0.0,0.0,1.0,0.0
@CBSNews,"RT @RealBillRussell: I hadn't a need until now to say I am proud of @KingJames for following his dream to open “I Promise"" school. Helping…",Sun Aug 05 03:32:59 +0000 2018,0.7506,0.28,0.72,0.0
@CBSNews,"Bangladeshi students were abused because of demanding road safety!!.
PLEASE HELP THEM.
THEY NEED MORE MEDIA COVERAG… https://t.co/tjZvQexBvy",Sun Aug 05 03:32:55 +0000 2018,0.431,0.269,0.533,0.198
@CBSNews,"RT @RealBillRussell: I hadn't a need until now to say I am proud of @KingJames for following his dream to open “I Promise"" school. Helping…",Sun Aug 05 03:32:55 +0000 2018,0.7506,0.28,0.72,0.0
@CBSNews,RT @wingschimchim: @littlegirlshw #WeWantJustice  @cnni @cnnbrk @BBCWorld @BBC @AlJazeera @ABC @HuffPost @UNICEF @hrw @BBCBreaking @NBCNews…,Sun Aug 05 03:32:50 +0000 2018,0.0,0.0,1.0,0.0
@CBSNews,"RT @CBSNews: 11 children found in ""filthy"" New Mexico compound with little food, authorities say https://t.co/KEBSaphqUS https://t.co/qcnOT…",Sun Aug 05 03:32:50 +0000 2018,0.0,0.0,1.0,0.0
@CBSNews,@CBSNews What exactly does “looking out of place” mean while in a school!!!? Did she “look like” she didn’t want to… https://t.co/xefURfWIHz,Sun Aug 05 03:32:48 +0000 2018,0.2905,0.098,0.902,0.0
@CBSNews,"RT @ggongwer: This should be the first story of every news show, @CNN @ABC @CBSNews @NBCNews @MSNBC!

And stop covering the #DotardRoadShow…",Sun Aug 05 03:32:43 +0000 2018,-0.3595,0.0,0.894,0.106
@CBSNews,RT @Where_You_Blong: @kthartic @BBC @BBCWorld @CNN @cnnbrk @cnni @UNICEF @BuzzFeedNews @nytimes @CBSNews @CBS @CBSEveningNews @CBSThisMorni…,Sun Aug 05 03:32:40 +0000 2018,0.0,0.0,1.0,0.0
@CBSNews,"RT @r1chh007: Please, please, please @ABC, @CBSNews, @NBCNews, @CNN, @MSNBC just STOP covering trump’s rallies. For one month, STOP. Send a…",Sun Aug 05 03:32:39 +0000 2018,0.0088,0.24,0.556,0.204
@CBSNews,RT @Where_You_Blong: @kthartic #wewantjusitce #WeWantJustice @BBC @BBCWorld @CNN @cnnbrk @cnni @UNICEF @BuzzFeedNews @nytimes @CBSNews @CBS…,Sun Aug 05 03:32:38 +0000 2018,0.0,0.0,1.0,0.0
@CBSNews,"RT @CBSNews: Smith College employee who called police said black student looked ""out of place"" https://t.co/KshstEZZI5 https://t.co/chGLbLe…",Sun Aug 05 03:32:36 +0000 2018,0.0,0.0,1.0,0.0
@CBSNews,@CBSNews Damn shame when will people realize we have black peoples living on this planet 🙄,Sun Aug 05 03:32:34 +0000 2018,-0.7003,0.0,0.691,0.309
@CBSNews,"RT @RealBillRussell: I hadn't a need until now to say I am proud of @KingJames for following his dream to open “I Promise"" school. Helping…",Sun Aug 05 03:32:33 +0000 2018,0.7506,0.28,0.72,0.0
@CBSNews,"RT @CBSNews: MAKE IT SO: Patrick Stewart will reprise his iconic Picard role in the new ""Star Trek"" series on @cbsallaccess https://t.co/gO…",Sun Aug 05 03:32:31 +0000 2018,0.0,0.0,1.0,0.0
@CBSNews,"RT @r1chh007: Please, please, please @ABC, @CBSNews, @NBCNews, @CNN, @MSNBC just STOP covering trump’s rallies. For one month, STOP. Send a…",Sun Aug 05 03:32:30 +0000 2018,0.0088,0.24,0.556,0.204
@CBSNews,"RT @CBSNews: World War II-era ""EIRE"" markings revealed by massive fire in Ireland https://t.co/pqZwzieQZD https://t.co/pOHAjMglQv",Sun Aug 05 03:32:29 +0000 2018,-0.743,0.0,0.674,0.326
@CBSNews,"RT @RealBillRussell: I hadn't a need until now to say I am proud of @KingJames for following his dream to open “I Promise"" school. Helping…",Sun Aug 05 03:32:28 +0000 2018,0.7506,0.28,0.72,0.0
@CBSNews,@CBSNews @WaterBillWoman Cruise ships dumping their refuge? WTF? This is too concentrated to not be from a single source.,Sun Aug 05 03:32:25 +0000 2018,-0.8016,0.0,0.69,0.31
@CBSNews,@CBSNews Hang in there sister,Sun Aug 05 03:32:21 +0000 2018,0.0,0.0,1.0,0.0
@CBSNews,@FoxNews @ABC @CBSNews @NBCNews @SheriffClarke @DiamondandSilk @DonaldJTrumpJr riiiight https://t.co/cq67p8Av2m,Sun Aug 05 03:32:18 +0000 2018,0.0,0.0,1.0,0.0
@CBSNews,"RT @RealBillRussell: I hadn't a need until now to say I am proud of @KingJames for following his dream to open “I Promise"" school. Helping…",Sun Aug 05 03:32:17 +0000 2018,0.7506,0.28,0.72,0.0
@CBSNews,"RT @RealBillRussell: I hadn't a need until now to say I am proud of @KingJames for following his dream to open “I Promise"" school. Helping…",Sun Aug 05 03:32:15 +0000 2018,0.7506,0.28,0.72,0.0
@CBSNews,RT @Where_You_Blong: @kthartic @BBC @BBCWorld @CNN @cnnbrk @cnni @UNICEF @BuzzFeedNews @nytimes @CBSNews @CBS @CBSEveningNews @CBSThisMorni…,Sun Aug 05 03:32:12 +0000 2018,0.0,0.0,1.0,0.0
@CBSNews,RT @Where_You_Blong: @kthartic @BBC @BBCWorld @CNN @cnnbrk @cnni @UNICEF @BuzzFeedNews @nytimes @CBSNews @CBS @CBSEveningNews @CBSThisMorni…,Sun Aug 05 03:32:10 +0000 2018,0.0,0.0,1.0,0.0
@CBSNews,RT @Where_You_Blong: @kthartic #wewantjusitce #WeWantJustice @BBC @BBCWorld @CNN @cnnbrk @cnni @UNICEF @BuzzFeedNews @nytimes @CBSNews @CBS…,Sun Aug 05 03:32:08 +0000 2018,0.0,0.0,1.0,0.0
@CBSNews,"RT @CBSNews: Smith College employee who called police said black student looked ""out of place"" https://t.co/KshstEZZI5 https://t.co/chGLbLe…",Sun Aug 05 03:32:06 +0000 2018,0.0,0.0,1.0,0.0
@CBSNews,"RT @r1chh007: Please, please, please @ABC, @CBSNews, @NBCNews, @CNN, @MSNBC just STOP covering trump’s rallies. For one month, STOP. Send a…",Sun Aug 05 03:32:06 +0000 2018,0.0088,0.24,0.556,0.204
@CBSNews,"RT @r1chh007: Please, please, please @ABC, @CBSNews, @NBCNews, @CNN, @MSNBC just STOP covering trump’s rallies. For one month, STOP. Send a…",Sun Aug 05 03:32:04 +0000 2018,0.0088,0.24,0.556,0.204
@CBSNews,@1776Stonewall @SmokinSam420 Pathetic &amp; disrespectful @CNN @ABC @MSNBC @CBSNews @NBCNews,Sun Aug 05 03:32:01 +0000 2018,-0.5719,0.0,0.709,0.291
@CBSNews,"RT @RealBillRussell: I hadn't a need until now to say I am proud of @KingJames for following his dream to open “I Promise"" school. Helping…",Sun Aug 05 03:31:55 +0000 2018,0.7506,0.28,0.72,0.0
@CBSNews,"RT @KimDorrob: Why isn't this atrocity being  covered 
@NBCNews @CBSNews @ABC 

#OpDeSanitize https://t.co/ueWuE3Q8nE",Sun Aug 05 03:31:54 +0000 2018,0.0,0.0,1.0,0.0
@CBSNews,"RT @CBSNews: Michael Jordan says ""I support LeBron James"" after Trump insult https://t.co/lClTAzIYFt https://t.co/ocHzoxF0NR",Sun Aug 05 03:31:52 +0000 2018,-0.1531,0.15,0.667,0.183
@CBSNews,"RT @RealBillRussell: I hadn't a need until now to say I am proud of @KingJames for following his dream to open “I Promise"" school. Helping…",Sun Aug 05 03:31:40 +0000 2018,0.7506,0.28,0.72,0.0
@CBSNews,"RT @CBSNews: Smith College employee who called police said black student looked ""out of place"" https://t.co/KshstEZZI5 https://t.co/chGLbLe…",Sun Aug 05 03:31:37 +0000 2018,0.0,0.0,1.0,0.0
@CBSNews,@CBSNews You know why lebron wears glasses? To make himself “look” smart...didn’t even get a high school diploma...… https://t.co/oW3vTMi6tp,Sun Aug 05 03:31:37 +0000 2018,0.0,0.0,1.0,0.0
@CBSNews,"RT @CBSNews: Smith College employee who called police said black student looked ""out of place"" https://t.co/KshstEZZI5 https://t.co/chGLbLe…",Sun Aug 05 03:31:32 +0000 2018,0.0,0.0,1.0,0.0
@CBSNews,"RT @ggongwer: This should be the first story of every news show, @CNN @ABC @CBSNews @NBCNews @MSNBC!

And stop covering the #DotardRoadShow…",Sun Aug 05 03:31:30 +0000 2018,-0.3595,0.0,0.894,0.106
@CBSNews,"RT @CBSNews: MAKE IT SO: Patrick Stewart will reprise his iconic Picard role in the new ""Star Trek"" series on @cbsallaccess https://t.co/gO…",Sun Aug 05 03:31:26 +0000 2018,0.0,0.0,1.0,0.0
@CBSNews,"@TedBuchanan7 @CBSNews ""He said they had learned the residents of the compound “were most likely heavily armed and… https://t.co/TkXGEGB2jj",Sun Aug 05 03:31:21 +0000 2018,0.0,0.0,1.0,0.0
@CBSNews,RT @taeKTH_bts: Spread the word for humanity @CNN @BBCWorld @nowthisnews @BuzzFeedNews @TheEconomist @FoxNews @AlJazeera_World @NBCNews @AB…,Sun Aug 05 03:31:19 +0000 2018,0.0,0.0,1.0,0.0
@CBSNews,"RT @CBSNews: ""He's an angel"": Atlanta woman says rapper Ludacris paid her $375 grocery bill https://t.co/nPPZR587pB https://t.co/Bth7U6Vabv",Sun Aug 05 03:31:16 +0000 2018,0.0,0.0,1.0,0.0
@CBSNews,RT @maylilly024: @BTS_algeria @BTSCHARTSLAYER @BBCWorld @SkyNews @ABC @NBCNews @CNN @UNICEF @FoxNews @CBSNews @nytimes @washingtonpost @MSN…,Sun Aug 05 03:31:03 +0000 2018,0.0,0.0,1.0,0.0
@CBSNews,RT @ingbrigtsen: I hate to think what Supreme Court and president did about upholding #TravalBan was constitutional! How is that possible A…,Sun Aug 05 03:30:41 +0000 2018,-0.1007,0.135,0.715,0.15
@CBSNews,"RT @RealBillRussell: I hadn't a need until now to say I am proud of @KingJames for following his dream to open “I Promise"" school. Helping…",Sun Aug 05 03:30:35 +0000 2018,0.7506,0.28,0.72,0.0
@CBSNews,"@TedBuchanan7 @CBSNews ""But then, someone inside the compound was able to get a note to the outside world.""

""The m… https://t.co/xH7Zfq4xKO",Sun Aug 05 03:30:32 +0000 2018,0.0,0.0,1.0,0.0
@CBSNews,"RT @CBSNews: Smith College employee who called police said black student looked ""out of place"" https://t.co/KshstEZZI5 https://t.co/chGLbLe…",Sun Aug 05 03:30:29 +0000 2018,0.0,0.0,1.0,0.0
@CBSNews,"RT @CBSNews: 11 children found in ""filthy"" New Mexico compound with little food, authorities say https://t.co/KEBSaphqUS https://t.co/qcnOT…",Sun Aug 05 03:30:25 +0000 2018,0.0,0.0,1.0,0.0
@CNN,"RT @RealBillRussell: I hadn't a need until now to say I am proud of @KingJames for following his dream to open “I Promise"" school. Helping…",Sun Aug 05 03:34:57 +0000 2018,0.7506,0.28,0.72,0.0
@CNN,"RT @krassenstein: RETWEET if you Support @Acosta and @CNN 

https://t.co/8nvDnAyhop",Sun Aug 05 03:34:57 +0000 2018,0.4019,0.231,0.769,0.0
@CNN,RT @godzyxing: ⚠Everyone pls bring awareness to this issue thats happening in Bangladesh innocent students are being killed for wanting saf…,Sun Aug 05 03:34:56 +0000 2018,-0.4215,0.141,0.687,0.172
@CNN,RT @ksjslawyer: report about this you cowards #WeWantJusticeForBangladesh #WeWantJustice #helpbangladeshistudents @CNN @cnnbrk @UNICEF @NBC…,Sun Aug 05 03:34:56 +0000 2018,0.0,0.0,1.0,0.0
@CNN,@di_plora @gspatton007 @CNN @Acosta @POTUS @DOJgov @TheJusticeDept @FBI @PortlandPolice @WhiteHouse @PressSec @realDonaldTrump,Sun Aug 05 03:34:52 +0000 2018,0.0,0.0,1.0,0.0
@CNN,RT @UNeverArmyAlone: @ilsansqueen @ABC @BBC @CBNoficial @Reuters @BBCWorld @BBC @BBCNews @BBCBreaking @cnnbrk @CNN @cnni @CNNPR @AlJazeera…,Sun Aug 05 03:34:52 +0000 2018,0.0,0.0,1.0,0.0
@CNN,"RT @ElderLansing: Steve Scalise was shot, Rand Paul attacked and then had his life and the lives of his family threatened, and other Trump…",Sun Aug 05 03:34:51 +0000 2018,-0.7184,0.0,0.786,0.214
@CNN,"#WeDemandJustice 
ฝากอาร์มี่ไทยกระจายข่าวเรื่องนี้หน่อย เพราะเรื่องนี้เป็นเรื่องใหญ่ช่วยๆกันเทรนกันรีเยอะๆ
@CNN @BBC",Sun Aug 05 03:34:51 +0000 2018,0.0,0.0,1.0,0.0
@CNN,@JudyWhaleCove @MichaelAvenatti @seanhannity @CNN @Acosta Wouldn't that be awesome!!!,Sun Aug 05 03:34:51 +0000 2018,-0.6334,0.0,0.657,0.343
@CNN,RT @urmycocktail: Polices are shooting regardless and killed many students already.4 girls have been raped and 1 is reported to be injured.…,Sun Aug 05 03:34:50 +0000 2018,-0.8779,0.0,0.676,0.324
@CNN,@Tonya14668725 @Acosta I don’t. @CNN is #FakeNews,Sun Aug 05 03:34:50 +0000 2018,0.0,0.0,1.0,0.0
@CNN,RT @KayaJones: Just because you don’t report it doesn’t mean it’s not news @CNN  clearly you are no longer a news network but rather a joke…,Sun Aug 05 03:34:49 +0000 2018,-0.3025,0.0,0.872,0.128
@CNN,RT @urmycocktail: I am from Bangladesh. And in Bangladesh a protest had been going since July 30 by students of school and colleges. But to…,Sun Aug 05 03:34:48 +0000 2018,-0.25,0.0,0.917,0.083
@CNN,RT @CNN: Melania Trump praised LeBron James for his charity work less than a day after her husband attacked the NBA superstar's intellect i…,Sun Aug 05 03:34:46 +0000 2018,0.7184,0.29,0.613,0.097
@CNN,RT @youngqueentxt: #WeDemandJustice @CNN @cnnbrk @UNICEF @NBCNews @BBCBreaking @BBCWorld @BBC @BuzzFeedNews @BuzzFeed @FoxNews @nytimes @AB…,Sun Aug 05 03:34:45 +0000 2018,0.0,0.0,1.0,0.0
@CNN,"RT @PeteHegseth: Why the #CNNSUCKS chant is an intellectual truth:

1) The people are not stupid
2) New media has ended MSM stranglehold on…",Sun Aug 05 03:34:45 +0000 2018,0.8114,0.285,0.715,0.0
@CNN,"@CNN For anyone who cares, school age kids are getting beaten and raped by police in Bangladesh rn for protesting l… https://t.co/JdeyR0kL7R",Sun Aug 05 03:34:45 +0000 2018,-0.802,0.096,0.577,0.327
@CNN,RT @CNN: Wells Fargo says hundreds of customers lost their homes because of a computer glitch https://t.co/NjxFpD17G6 https://t.co/BlmIvmWF…,Sun Aug 05 03:34:43 +0000 2018,-0.0772,0.104,0.777,0.119
@CNN,RT @kookminvasion: Everyone needs to know what the situation is in Bangladesh. An anon sent me this. The government and the media has been…,Sun Aug 05 03:34:43 +0000 2018,0.0,0.0,1.0,0.0
@CNN,@CNN so he's talking to Hope Hicks on Air Force One so they can coordinate another statement.  wait for it...  @realDonaldTrump @PressSec,Sun Aug 05 03:34:42 +0000 2018,0.4404,0.121,0.879,0.0
@CNN,"RT @viva99vava: @Exo12Legends Omg i feel want to cry, im not too strong to see their pic. Save them!!
@CNN @cnnbrk",Sun Aug 05 03:34:42 +0000 2018,-0.4378,0.167,0.595,0.238
@CNN,RT @CNN: From free uniforms and transportation to college tuition guaranteed for all graduates. LeBron James takes CNN's Don Lemon on an ex…,Sun Aug 05 03:34:41 +0000 2018,0.5106,0.13,0.87,0.0
@CNN,@lister_lester @CNN Why are you putting a picture of Democrats next to a picture if the Trump family?,Sun Aug 05 03:34:41 +0000 2018,0.0,0.0,1.0,0.0
@CNN,"RT @caRMelmochiTae: Please ARMYs help us spread this,Students are dying on the streets,our govt. is killing us..plz RT this and tag all the…",Sun Aug 05 03:34:40 +0000 2018,-0.1027,0.17,0.68,0.15
@CNN,Did you miss this @cnnbrk @CNN @Acosta? https://t.co/V9FgT0vMVf,Sun Aug 05 03:34:38 +0000 2018,-0.1531,0.0,0.814,0.186
@CNN,"@CNN Communists should be long shots.
Until you catch them.",Sun Aug 05 03:34:38 +0000 2018,0.0,0.0,1.0,0.0
@CNN,"RT @RealBillRussell: I hadn't a need until now to say I am proud of @KingJames for following his dream to open “I Promise"" school. Helping…",Sun Aug 05 03:34:37 +0000 2018,0.7506,0.28,0.72,0.0
@CNN,"RT @area51F: Black pastor: Trump more pro-black than Obama
     'This president actually wants to prove something to our community'

@CNN @…",Sun Aug 05 03:34:36 +0000 2018,0.0,0.0,1.0,0.0
@CNN,"@PeaceARTsouL @peterbakernyt @BretStephensNYT Yes, @CNN @MSNBC - you are partially responsible for us getting stuck… https://t.co/ABFIT72Atr",Sun Aug 05 03:34:36 +0000 2018,0.6124,0.278,0.722,0.0
@CNN,"@BBC @BBCBreaking @CNN @cnnbrk @thetimes @nytimes @nytimesworld @ABC @abcnews @BuzzFeedNews
#WeDemandJustice… https://t.co/o19FI0CdRt",Sun Aug 05 03:34:36 +0000 2018,0.0,0.0,1.0,0.0
@CNN,Our climate plans are in pieces as killer summer shreds records @CNN https://t.co/RF5K7yYP3g,Sun Aug 05 03:34:36 +0000 2018,-0.6486,0.0,0.736,0.264
@CNN,"RT @NazifaAnzum5: They are killing Students Brutally 
@BBCWorld @CNN @AlJazeera @FoxNews  
Save them 🙏🏻 ! Help them 
#WorldNews #bangladesh…",Sun Aug 05 03:34:35 +0000 2018,-0.5848,0.206,0.49,0.304
@CNN,"RT @IXIEEKookie: #شاعرك_المفضل
#WeWantJustice 
#WeWantJustice 
#WeWantJustice 
#WeWantJustice 
#WeWantJustice 
🇧🇩🇧🇩🇧🇩🇧🇩🇧🇩🇧🇩🇧🇩
RT AND KEEP T…",Sun Aug 05 03:34:35 +0000 2018,0.0,0.0,1.0,0.0
@CNN,RT @kthartic: Tag international media outlets plz @BBC @CNN,Sun Aug 05 03:34:35 +0000 2018,0.0772,0.14,0.86,0.0
@CNN,"RT @CNN: LeBron James says he thinks the President is using athletics, and athletes, to divide the country -- and that's something he ""can'…",Sun Aug 05 03:34:34 +0000 2018,0.0,0.0,1.0,0.0
@CNN,RT @Bluerubine: @BBCWorld @BBCBreaking @SZ_Intl @SZ_Bayern @dwnews @CNN @UNICEF @UN #WeWantJustice #WeDemandJustice #WeWantJusticeForBangla…,Sun Aug 05 03:34:34 +0000 2018,0.0,0.0,1.0,0.0
@CNN,@RealJamesWoods @KravMagaBigDad @Twitter @CNN @Acosta,Sun Aug 05 03:34:34 +0000 2018,0.0,0.0,1.0,0.0
@CNN,"RT @di_plora: In case you are still afraid because you were ""booed"" amidst shouts of @CNN sucks, @Acosta take a look at what happens to a m…",Sun Aug 05 03:34:33 +0000 2018,-0.3612,0.0,0.906,0.094
@CNN,RT @CNN: President Donald Trump is concerned about whether his son Donald Trump Jr. might have exposure in the special counsel's Russia inv…,Sun Aug 05 03:34:32 +0000 2018,0.4019,0.109,0.891,0.0
@CNN,"RT @amymlcollins: @VeryBusyBrain @thehill I’m sorry but I disagree. @acosta, @cnn, @RepMaxineWaters, just 2 name a few, have been disrespec…",Sun Aug 05 03:34:31 +0000 2018,-0.5499,0.0,0.767,0.233
@CNN,"RT @CNN: LeBron James says he thinks the President is using athletics, and athletes, to divide the country -- and that's something he ""can'…",Sun Aug 05 03:34:31 +0000 2018,0.0,0.0,1.0,0.0
@CNN,RT @MicheBangtan: A government is supposed to protect its people and listen to them. Not silence them. Please report this news internationa…,Sun Aug 05 03:34:31 +0000 2018,0.5994,0.205,0.795,0.0
@CNN,@svtnotes @CNN @cnnbrk @UNICEF @unicefbrasil @UNICEFUSA  @UNICEF_uk @NBCNews @BBCBreaking @BBCWorld @BBC… https://t.co/zsb2c9tq5M,Sun Aug 05 03:34:31 +0000 2018,0.0,0.0,1.0,0.0
@CNN,RT @urmycocktail: I am from Bangladesh. And in Bangladesh a protest had been going since July 30 by students of school and colleges. But to…,Sun Aug 05 03:34:30 +0000 2018,-0.25,0.0,0.917,0.083
@CNN,@ElderLansing @POTUS @CNN @NRA Saw 4 or 5 military police vehicles heading down the Eisenhower toward downtown today.,Sun Aug 05 03:34:30 +0000 2018,0.0,0.0,1.0,0.0
@CNN,"RT @di_plora: In case you are still afraid because you were ""booed"" amidst shouts of @CNN sucks, @Acosta take a look at what happens to a m…",Sun Aug 05 03:34:29 +0000 2018,-0.3612,0.0,0.906,0.094
